"id","name","desc","descData","closed","idOrganization","shortLink","dateLastActivity","datePluginDisable","creationMethod","idBoardSource","idEnterprise","pinned","starred","url","shortUrl","enterpriseOwned","ixUpdate","limits__|","limits__|__perCard__status","limits__|__perCard__disableAt","limits__|__perCard__warnAt","limits__|__perField__status","limits__|__perField__disableAt","limits__|__perField__warnAt","limits__|__perBoard__status","limits__|__perBoard__disableAt","limits__|__perBoard__warnAt","limits__|__perChecklist__status","limits__|__perChecklist__disableAt","limits__|__perChecklist__warnAt","limits__|__totalMembersPerBoard__status","limits__|__totalMembersPerBoard__disableAt","limits__|__totalMembersPerBoard__warnAt","limits__||","limits__||__status","limits__||__disableAt","limits__||__warnAt","prefs__permissionLevel","prefs__hideVotes","prefs__voting","prefs__comments","prefs__invitations","prefs__selfJoin","prefs__cardCovers","prefs__isTemplate","prefs__cardAging","prefs__calendarFeedEnabled","prefs__background","prefs__backgroundImage","prefs__backgroundImageScaled__width","prefs__backgroundImageScaled__height","prefs__backgroundImageScaled__url","prefs__backgroundTile","prefs__backgroundBrightness","prefs__backgroundBottomColor","prefs__backgroundTopColor","prefs__canBePublic","prefs__canBeEnterprise","prefs__canBeOrg","prefs__canBePrivate","prefs__canInvite","subscribed","templateGallery","dateLastView","labelNames__green","labelNames__yellow","labelNames__orange","labelNames__red","labelNames__purple","labelNames__blue","labelNames__sky","labelNames__lime","labelNames__pink","labelNames__black","actions__id","actions__idMemberCreator","actions__data__plugin__id","actions__data__plugin__idOrganizationOwner","actions__data__plugin__author","actions__data__plugin__capabilities__001","actions__data__plugin__capabilities__002","actions__data__plugin__capabilities__003","actions__data__plugin__capabilities__004","actions__data__plugin__capabilities__005","actions__data__plugin__capabilities__006","actions__data__plugin__capabilities__007","actions__data__plugin__capabilities__008","actions__data__plugin__categories__001","actions__data__plugin__categories__002","actions__data__plugin__iframeConnectorUrl","actions__data__plugin__name","actions__data__plugin__privacyUrl","actions__data__plugin__public","actions__data__plugin__moderatedState","actions__data__plugin__supportEmail","actions__data__plugin__url","actions__data__plugin__tags__-","actions__data__plugin__heroImageUrl___id","actions__data__plugin__heroImageUrl__@2x","actions__data__plugin__heroImageUrl__@1x","actions__data__plugin__isCompliantWithPrivacyStandards","actions__data__plugin__usageBrackets__boards","actions__data__plugin__claimedDomains__001","actions__data__plugin__claimedDomains__002","actions__data__plugin__icon__url","actions__data__plugin__listing__name","actions__data__plugin__listing__locale","actions__data__plugin__listing__description","actions__data__plugin__listing__overview","actions__data__|","actions__data__|__isTemplate","actions__data__|__closed","actions__data__|__desc","actions__data__|__cover__color","actions__data__|__cover__idAttachment","actions__data__|__cover__idUploadedBackground","actions__data__|__cover__size","actions__data__|__cover__brightness","actions__data__|__cover__url","actions__data__|__idList","actions__data__|__pos","actions__data__|__id","actions__data__|__name","actions__data__|__url","actions__data__|__previewUrl","actions__data__|__previewUrl2x","actions__data__|__idShort","actions__data__|__shortLink","actions__data__old__prefs__background","actions__data__board__prefs__background","actions__data__board__id","actions__data__board__name","actions__data__board__shortLink","actions__type","actions__date","actions__memberCreator__id","actions__memberCreator__username","actions__memberCreator__activityBlocked","actions__memberCreator__avatarHash","actions__memberCreator__avatarUrl","actions__memberCreator__fullName","actions__memberCreator__idMemberReferrer","actions__memberCreator__initials","actions__memberCreator__nonPublicAvailable","cards__id","cards__address","cards__checkItemStates","cards__closed","cards__coordinates","cards__creationMethod","cards__dateLastActivity","cards__desc","cards__descData","cards__dueReminder","cards__idBoard","cards__idLabels__001","cards__idLabels__002","cards__idList","cards__idShort","cards__idAttachmentCover","cards__locationName","cards__manualCoverAttachment","cards__name","cards__pos","cards__shortLink","cards__isTemplate","cards__badges__attachmentsByType__trello__board","cards__badges__attachmentsByType__trello__card","cards__badges__location","cards__badges__votes","cards__badges__viewingMemberVoted","cards__badges__subscribed","cards__badges__fogbugz","cards__badges__checkItems","cards__badges__checkItemsChecked","cards__badges__checkItemsEarliestDue","cards__badges__comments","cards__badges__attachments","cards__badges__description","cards__badges__due","cards__badges__dueComplete","cards__dueComplete","cards__due","cards__email","cards__labels__id","cards__labels__idBoard","cards__labels__name","cards__labels__color","cards__limits__|","cards__limits__|__perCard__status","cards__limits__|__perCard__disableAt","cards__limits__|__perCard__warnAt","cards__shortUrl","cards__subscribed","cards__url","cards__cover__idAttachment","cards__cover__color","cards__cover__idUploadedBackground","cards__cover__size","cards__cover__brightness","cards__cover__scaled___id","cards__cover__scaled__id","cards__cover__scaled__scaled","cards__cover__scaled__url","cards__cover__scaled__bytes","cards__cover__scaled__height","cards__cover__scaled__width","cards__cover__edgeColor","cards__cover__sharedSourceUrl","cards__attachments__bytes","cards__attachments__date","cards__attachments__edgeColor","cards__attachments__idMember","cards__attachments__isUpload","cards__attachments__mimeType","cards__attachments__name","cards__attachments__previews___id","cards__attachments__previews__id","cards__attachments__previews__scaled","cards__attachments__previews__url","cards__attachments__previews__bytes","cards__attachments__previews__height","cards__attachments__previews__width","cards__attachments__url","cards__attachments__pos","cards__attachments__fileName","cards__attachments__id","labels__id","labels__idBoard","labels__name","labels__color","lists__id","lists__name","lists__closed","lists__pos","lists__softLimit","lists__creationMethod","lists__idBoard","lists__limits__cards__|","lists__limits__cards__|__status","lists__limits__cards__|__disableAt","lists__limits__cards__|__warnAt","lists__subscribed","members__id","members__bio","members__confirmed","members__memberType","members__username","members__activityBlocked","members__avatarHash","members__avatarUrl","members__fullName","members__idEnterprise","members__idMemberReferrer","members__initials","members__nonPublicAvailable","members__url","members__status","memberships__id","memberships__idMember","memberships__memberType","memberships__unconfirmed","memberships__deactivated"
"5f182ae55a139563818af5f1","Portfolio","","null","False","null","g14ISXDM","2020-07-23T15:30:27.844Z","null","null","null","null","False","True","https://trello.com/b/g14ISXDM/portfolio","https://trello.com/b/g14ISXDM","False","479","attachments","","","","","","","","","","","","","","","","perBoard","ok","36000","32400","private","False","disabled","members","members","False","True","False","regular","False","5c05fc4f7c6ba1847ee7b84d","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/2560x1702/cd229271da8ec836d6fe79ff5c29168f/photo-1453928582365-b6ad33cbcf64","140","93","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/140x93/e753101dee48963cb62f44b0bbeb2e19/photo-1453928582365-b6ad33cbcf64.jpg","False","light","#cfc9bf","#bcb2a4","True","True","True","True","True","False","null","2020-07-23T16:21:31.785Z","","","Should have","Must have","Back-end","","","Design","User","Admin","5f19ba733aa52d5289167e03","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c058cbc72914f8722e07c79","5c05fc4f7c6ba1847ee7b84d","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:27:31.192Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","5f1830359ae5af4dd4da83de","null","null","False","null","null","2020-07-22T12:25:30.225Z","","null","null","5f182ae55a139563818af5f1","5f182c6fc2c3700af161ffb6","","5f182bc16a85d45addbdbf65","12","null","null","False","Responsive website","65535","Oo1suf9e","False","0","0","False","0","False","False","","0","0","null","0","0","False","null","False","False","null","pierremuller1+2sn7waxpv7fbcb5hyeb+2upwbxuyac40fqb8fku+16447jsarz@boards.trello.com","5f182c6fc2c3700af161ffb6","5f182ae55a139563818af5f1","Design","lime","attachments","ok","1000","900","https://trello.com/c/Oo1suf9e","False","https://trello.com/c/Oo1suf9e/12-responsive-website","null","null","null","normal","light","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182d2b8e4ca55af5ec6fd7","5f182ae55a139563818af5f1","Must have","red","5f182bc16a85d45addbdbf65","TO DO","False","32767.5","null","null","5f182ae55a139563818af5f1","openPerList","ok","5000","4500","False","5d2c8f3e2913b1019fae7963","","True","normal","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","null","PM","False","https://trello.com/pierremuller12","disconnected","5f182ae55a139563818af5f2","5d2c8f3e2913b1019fae7963","admin","False","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","perCard","ok","1000","900","","","","","","","","","","","","","256","170","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/256x170/93ec5acea9469afeab1f8db3d92660be/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba6c33295250551b4425","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c066d142690213752940c63","5c058cbc72914f8722e07c79","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:27:24.695Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","checklists","ok","500","450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182e70058fb13534686063","5f182ae55a139563818af5f1","Admin","black","","","","","","","","totalPerList","ok","1000000","900000","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","boards","","","","","","","","","","","","","ok","1600","1440","","","","","","","","","","","","","","","","","480","319","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/480x319/6c86497e4f243c6a697cf3b776934bee/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba68a8c3c411f61ba4b6","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c06abdccd6ee1423127a1d8","5c066d142690213752940c63","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:27:20.262Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stickers","ok","70","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182e536081493ca8f16985","5f182ae55a139563818af5f1","User","pink","5f182babcf9298673cf9d853","User stories","False","65535","null","null","5f182ae55a139563818af5f1","openPerList","ok","5000","4500","False","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","cards","","","","","","","","","","","","","","","","openPerBoard","ok","5000","4500","","","","","","","","","","","","","960","638","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/960x638/122a4be7695fc063212fb428c90bbf99/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba49447d707f3a47ef92","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5e8da04f87c4754611c37146","5c06abdccd6ee1423127a1d8","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:49.681Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","5f182f8b2b085967f7c4435e","null","null","False","null","null","2020-07-22T12:22:41.191Z","","null","null","5f182ae55a139563818af5f1","5f182e536081493ca8f16985","5f182d2b8e4ca55af5ec6fd7","5f182babcf9298673cf9d853","8","null","null","False","Project page","32768","lz6A4GWT","False","0","0","False","0","False","False","","0","0","null","0","0","False","null","False","False","null","pierremuller1+2sn7waxpv7fbcb5hyeb+2upwbffflefooyqdizi+2qlsi54j2v@boards.trello.com","5f182e536081493ca8f16985","5f182ae55a139563818af5f1","User","pink","attachments","ok","1000","900","https://trello.com/c/lz6A4GWT","False","https://trello.com/c/lz6A4GWT/8-project-page","null","null","null","normal","light","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182d1a13a80239d0292871","5f182ae55a139563818af5f1","Should have","orange","","","","","","","","totalPerList","ok","1000000","900000","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","openPerList","ok","5000","4500","","","","","","","","","","","","","1024","681","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/1024x681/77c54c6b0e8493c03de09e3953b3c134/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba4075fdf78fd1184d00","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c059f8c3466343ef1edfa00","5e8da04f87c4754611c37146","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:40.759Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182d2b8e4ca55af5ec6fd7","5f182ae55a139563818af5f1","Must have","red","checklists","ok","500","450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182c6fc2c3700af161ffb6","5f182ae55a139563818af5f1","Design","lime","5f182cab3fb1e98e6ba26cfe","DOING","False","98303","null","null","5f182ae55a139563818af5f1","openPerList","ok","5000","4500","False","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","totalPerBoard","ok","2000000","1800000","","","","","","","","","","","","","2048","1362","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/2048x1362/b65dbebbe23cb2f92749ca8f6a941e82/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba2e85aa7d2828b8ef79","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c6c7a708996ab6e63490a32","5c059f8c3466343ef1edfa00","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:22.350Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stickers","ok","70","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182c98e7058c17fcf27837","5f182ae55a139563818af5f1","Back-end","purple","","","","","","","","totalPerList","ok","1000000","900000","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","totalPerList","ok","1000000","900000","","","","","","","","","","","","","1280","851","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/1280x851/95959e16e5768edd03bd9a100b5895a6/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba27fbf5f54e62cca48c","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c793057076524515ae5a983","5c6c7a708996ab6e63490a32","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:15.316Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","5f182fc5d60ea611ccda5971","null","null","False","null","null","2020-07-22T12:23:38.195Z","","null","null","5f182ae55a139563818af5f1","5f182e536081493ca8f16985","5f182d2b8e4ca55af5ec6fd7","5f182babcf9298673cf9d853","9","null","null","False","Send an e-mail to the owner","49152","jcepfoSx","False","0","0","False","0","False","False","","0","0","null","0","0","False","null","False","False","null","pierremuller1+2sn7waxpv7fbcb5hyeb+2upwblrtwnep9sorecx+1zfjufxh1m@boards.trello.com","5f182e536081493ca8f16985","5f182ae55a139563818af5f1","User","pink","attachments","ok","1000","900","https://trello.com/c/jcepfoSx","False","https://trello.com/c/jcepfoSx/9-send-an-e-mail-to-the-owner","null","null","null","normal","light","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182ae5f1bb5752f618af5e","5f182ae55a139563818af5f1","","green","5f182bcfb3fd017853fd8a43","DONE","False","131071","null","null","5f182ae55a139563818af5f1","openPerList","ok","5000","4500","False","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","checklists","","","","","","","","","","","","","","","","perBoard","ok","2000000","1800000","","","","","","","","","","","","","1920","1277","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/1920x1277/6d2c3096e673bc01a7fa9840d4268639/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba241d6da351c0bbbe83","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c770b7c6854e387adf69fd2","5c793057076524515ae5a983","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:12.482Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182d2b8e4ca55af5ec6fd7","5f182ae55a139563818af5f1","Must have","red","checklists","ok","500","450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182ae5f1bb5752f618af5f","5f182ae55a139563818af5f1","","yellow","","","","","","","","totalPerList","ok","1000000","900000","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","perCard","ok","500","450","","","","","","","","","","","","","2407","1600","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/2407x1600/5c1a4f791d99274c34091f5827b7373c/photo-1453928582365-b6ad33cbcf64.jpg","","","","","","","","","","","","","","","","","","","","","","","5f19ba21729a5c1f46bfdb36","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5d27071acf508866e127ed1b","5c770b7c6854e387adf69fd2","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:09.344Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stickers","ok","70","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182ae5f1bb5752f618af62","5f182ae55a139563818af5f1","","orange","5f1832577f697e27da13227a","Info","False","196607","null","null","5f182ae55a139563818af5f1","openPerList","ok","5000","4500","False","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","checkItems","","","","","","","","","","ok","200","180","","","","","","","","","","","","","","","","","","","","2560","1702","https://trello-backgrounds.s3.amazonaws.com/SharedBackground/2560x1702/cd229271da8ec836d6fe79ff5c29168f/photo-1453928582365-b6ad33cbcf64","","","","","","","","","","","","","","","","","","","","","","","5f19ba1fd03a96613b22408c","5d2c8f3e2913b1019fae7963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5c4b1c2346748d2189f0c58e","5d27071acf508866e127ed1b","5f182ae55a139563818af5f1","Portfolio","g14ISXDM","updateBoard","2020-07-23T16:26:07.036Z","5d2c8f3e2913b1019fae7963","pierremuller12","False","63d933898b3c4d6d5bdbbff973e2c206","https://trello-members.s3.amazonaws.com/5d2c8f3e2913b1019fae7963/63d933898b3c4d6d5bdbbff973e2c206","Pierre Muller","null","PM","False","5f182ebd1ebb093ebd8b9e8c","null","null","True","null","null","2020-07-22T12:21:10.692Z","","null","null","5f182ae55a139563818af5f1","5f182e536081493ca8f16985","","5f182babcf9298673cf9d853","5","null","null","False","User US","65535","mtu24ikT","True","0","0","False","0","False","False","","0","0","null","0","0","False","null","False","False","null","pierremuller1+2sn7waxpv7fbcb5hyeb+2upwat5a0o6b97qhimk+2nlw9fyse2@boards.trello.com","5f182e536081493ca8f16985","5f182ae55a139563818af5f1","User","pink","attachments","ok","1000","900","https://trello.com/c/mtu24ikT","False","https://trello.com/c/mtu24ikT/5-user-us","null","null","null","normal","light","","","","","","","","","","","","","","","","","","","","","","","","","","","","5f182ae5f1bb5752f618af66","5f182ae55a139563818af5f1","","red","","","","","","","","totalPerList","ok","1000000","900000","","","","","","","","","","","","","","","","","","","","",""
